"Data Table: Acute myocardial infarction, Age-standardized all-cause mortality rate and rate ratio, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Mortality without the condition (per 100,000)","Standard Error of mortality without the condition","Lower 95%_CI of mortality without the condition","Upper 95%_CI of mortality without the condition","Rate CV (%) of mortality without the condition","Counts of mortality without the condition","Population of mortality without the condition","Mortality with the condition (per 100,000)","Standard Error of mortality with the condition","Lower 95%_CI of mortality with the condition","Upper 95%_CI of mortality with the condition","Rate CV (%) of mortality with the condition","Counts of mortality with the condition","Population of mortality with the condition","Rate ratio","Lower 95%_CI of rate ratio","Upper 95%_CI of rate ratio",
"Prince Edward Island","Both sexes","Total","20+","2014–2015","831","25.32","782","883","3.05","1095","118985","1783","135.10","1528","17590","7.58","230","3330","2.15","1.83","2.52",
"Prince Edward Island","Females","Total","20+","2014–2015","746","31.37","686","811","4.21","595","61785","1848","292.45","1320","33493","15.83","100","1060","2.48","1.80","3.41",
"Prince Edward Island","Males","Total","20+","2014–2015","960","43.94","876","1051","4.58","500","57200","1754","159.11","1456","17573","9.07","135","2275","1.83","1.50","2.23",
"Prince Edward Island","Both sexes","Total","20+","2015–2016","737","23.68","691","785","3.21","990","119145","1429","116.46","1209","33812","8.15","190","3400","1.94","1.63","2.30",
"Prince Edward Island","Females","Total","20+","2015–2016","623","28.19","569","682","4.52","520","61930","1262","179.92","935","33135","14.25","75","1080","2.03","1.51","2.72",
"Prince Edward Island","Males","Total","20+","2015–2016","881","41.48","802","967","4.71","470","57215","1505","149.60","1226","33859","9.94","115","2320","1.71","1.38","2.12",
"Prince Edward Island","Both sexes","Total","20+","2016–2017","694","22.72","650","740","3.27","955","120485","1939","230.76","1514","34125","11.90","220","3535","2.79","2.19","3.56",
"Prince Edward Island","Females","Total","20+","2016–2017","564","26.72","513","619","4.74","470","62540","1992","344.23","1375","33587","17.28","90","1125","3.53","2.49","5.02",
"Prince Edward Island","Males","Total","20+","2016–2017","876","40.71","798","960","4.65","480","57935","1960","301.07","1415","34145","15.36","130","2410","2.24","1.63","3.06",
"Prince Edward Island","Both sexes","Total","20+","2017–2018","668","22.07","626","713","3.30","940","122610","1812","305.53","1263","12210","16.87","205","3640","2.71","1.94","3.80",
"Prince Edward Island","Females","Total","20+","2017–2018","529","25.71","480","583","4.86","450","63605","","","","","","","","","","",
"Prince Edward Island","Males","Total","20+","2017–2018","859","39.59","784","941","4.61","490","59005","1353","200.91","988","11856","14.85","100","2485","1.57","1.16","2.14",
"Prince Edward Island","Both sexes","Total","20+","2018–2019","734","22.62","690","780","3.08","1080","125220","2028","204.32","1647","17766","10.08","245","3735","2.76","2.25","3.40",
"Prince Edward Island","Females","Total","20+","2018–2019","614","26.93","563","670","4.38","550","64815","1923","316.82","1353","33542","16.48","90","1150","3.13","2.24","4.37",
"Prince Edward Island","Males","Total","20+","2018–2019","892","39.66","816","973","4.45","525","60400","2082","247.59","1625","17810","11.89","155","2585","2.33","1.82","2.99",
"Prince Edward Island","Both sexes","Total","20+","2019–2020","772","23.06","728","819","2.99","1145","129290","2035","229.16","1611","34184","11.26","240","3765","2.64","2.10","3.31",
"Prince Edward Island","Females","Total","20+","2019–2020","636","27.30","584","693","4.29","570","66785","1854","290.46","1329","34079","15.66","100","1175","2.91","2.12","4.01",
"Prince Edward Island","Males","Total","20+","2019–2020","952","40.50","874","1035","4.26","570","62500","2097","297.74","1555","5053","14.20","140","2590","2.20","1.65","2.95",
"Prince Edward Island","Both sexes","Total","20+","2020–2021*","733","22.12","690","778","3.02","1130","131255","1502","171.73","1184","4432","11.43","195","3815","2.05","1.62","2.58",
"Prince Edward Island","Females","Total","20+","2020–2021*","607","26.30","556","661","4.34","560","67680","1134","172.77","821","33061","15.23","70","1200","1.87","1.37","2.55",
"Prince Edward Island","Males","Total","20+","2020–2021*","890","38.19","817","968","4.29","570","63570","1635","231.22","1213","4916","14.15","125","2615","1.84","1.37","2.45",
"Prince Edward Island","Both sexes","Total","20+","2021–2022*","731","21.75","689","775","2.98","1160","134160","2122","328.58","1528","34247","15.48","230","3945","2.90","2.13","3.95",
"Prince Edward Island","Females","Total","20+","2021–2022*","608","25.90","559","662","4.26","585","69330","2359","605.81","1325","34225","25.68","90","1245","3.88","2.33","6.46",
"Prince Edward Island","Males","Total","20+","2021–2022*","873","37.05","802","949","4.24","580","64835","1986","368.20","1331","34168","18.54","140","2700","2.28","1.57","3.30",
"Prince Edward Island","Both sexes","Total","20+","2022–2023*","820","22.80","776","866","2.78","1340","138235","1530","115.13","1312","11967","7.53","250","4020","1.87","1.59","2.18",
"Prince Edward Island","Females","Total","20+","2022–2023*","685","27.31","632","741","3.99","670","71430","1414","178.79","1086","33807","12.64","90","1270","2.07","1.59","2.68",
"Prince Edward Island","Males","Total","20+","2022–2023*","986","38.83","912","1066","3.94","670","66810","1630","149.00","1351","17488","9.14","165","2755","1.65","1.36","2.01",
"Nova Scotia","Both sexes","Total","20+","2000–2001","984","11.99","961","1008","1.22","6810","715405","3587","218.29","3171","13532","6.09","840","9250","3.64","3.23","4.12",
"Nova Scotia","Females","Total","20+","2000–2001","801","13.95","774","829","1.74","3450","374790","4252","628.53","3111","35493","14.78","385","3340","5.31","3.97","7.11",
"Nova Scotia","Males","Total","20+","2000–2001","1240","21.80","1198","1284","1.76","3360","340620","3428","220.94","3008","18695","6.45","450","5910","2.76","2.42","3.15",
"Nova Scotia","Both sexes","Total","20+","2001–2002","963","11.73","940","986","1.22","6800","719685","3862","567.29","2832","11338","14.69","970","10580","4.01","3.00","5.35",
"Nova Scotia","Females","Total","20+","2001–2002","806","13.88","779","833","1.72","3520","376910","3274","253.02","2797","18581","7.73","435","3785","4.06","3.48","4.75",
"Nova Scotia","Males","Total","20+","2001–2002","1185","21.05","1145","1228","1.78","3285","342780","4117","753.12","2775","19400","18.29","535","6795","3.47","2.42","4.98",
"Nova Scotia","Both sexes","Total","20+","2002–2003","970","11.69","947","993","1.21","6945","724720","3088","153.44","2795","8939","4.97","1035","11890","3.19","2.88","3.52",
"Nova Scotia","Females","Total","20+","2002–2003","805","13.75","778","833","1.71","3585","379445","2790","207.76","2397","18208","7.45","460","4240","3.46","2.98","4.02",
"Nova Scotia","Males","Total","20+","2002–2003","1205","21.11","1164","1247","1.75","3360","345275","3221","191.62","2856","13222","5.95","580","7660","2.67","2.37","3.02",
"Nova Scotia","Both sexes","Total","20+","2003–2004","952","11.51","929","975","1.21","6895","730545","4214","734.65","2899","8713","17.43","1180","13320","4.43","3.14","6.24",
"Nova Scotia","Females","Total","20+","2003–2004","786","13.50","760","813","1.72","3545","382285","","","","","","","","","","",
"Nova Scotia","Males","Total","20+","2003–2004","1174","20.59","1134","1216","1.75","3350","348260","4044","789.14","2648","10210","19.51","650","8575","3.44","2.35","5.06",
"Nova Scotia","Both sexes","Total","20+","2004–2005","939","11.33","917","962","1.21","6930","736745","3626","419.04","2851","6389","11.56","1285","14410","3.86","3.07","4.85",
"Nova Scotia","Females","Total","20+","2004–2005","771","13.25","745","798","1.72","3545","385365","5514","1828.20","2534","14357","33.16","595","5115","7.15","3.73","13.71",
"Nova Scotia","Males","Total","20+","2004–2005","1173","20.45","1133","1214","1.74","3385","351380","3107","176.78","2770","7226","5.69","685","9285","2.65","2.36","2.98",
"Nova Scotia","Both sexes","Total","20+","2005–2006","884","10.91","863","906","1.23","6620","742250","2949","207.14","2557","5561","7.02","1200","15375","3.33","2.90","3.83",
"Nova Scotia","Females","Total","20+","2005–2006","724","12.78","699","750","1.77","3355","388225","3605","573.90","2569","11116","15.92","525","5380","4.98","3.64","6.81",
"Nova Scotia","Males","Total","20+","2005–2006","1111","19.72","1073","1151","1.77","3265","354025","2828","206.59","2437","6979","7.31","665","9990","2.54","2.20","2.95",
"Nova Scotia","Both sexes","Total","20+","2006–2007","909","10.96","888","931","1.20","6945","747470","2870","170.87","2545","5063","5.95","1320","16335","3.16","2.80","3.56",
"Nova Scotia","Females","Total","20+","2006–2007","737","12.75","712","762","1.73","3500","391120","3451","482.69","2571","8457","13.99","605","5685","4.68","3.55","6.17",
"Nova Scotia","Males","Total","20+","2006–2007","1144","19.75","1105","1183","1.73","3445","356350","2695","159.71","2391","6841","5.93","715","10645","2.36","2.09","2.66",
"Nova Scotia","Both sexes","Total","20+","2007–2008","860","10.56","839","881","1.23","6675","750790","2660","213.47","2258","4382","8.02","1320","17415","3.09","2.64","3.63",
"Nova Scotia","Females","Total","20+","2007–2008","711","12.46","686","735","1.75","3400","393260","3038","521.04","2104","7414","17.15","595","6000","4.28","3.05","5.99",
"Nova Scotia","Males","Total","20+","2007–2008","1071","18.94","1034","1108","1.77","3275","357525","2480","114.97","2260","5673","4.64","725","11415","2.32","2.10","2.55",
"Nova Scotia","Both sexes","Total","20+","2008–2009","845","10.37","825","866","1.23","6705","757270","2782","242.28","2327","4230","8.71","1395","18400","3.29","2.77","3.91",
"Nova Scotia","Females","Total","20+","2008–2009","718","12.40","694","742","1.73","3515","396450","3389","767.98","2054","7988","22.66","635","6335","4.72","3.02","7.37",
"Nova Scotia","Males","Total","20+","2008–2009","1019","18.25","983","1055","1.79","3195","360820","2593","177.29","2257","4643","6.84","760","12065","2.54","2.22","2.92",
"Nova Scotia","Both sexes","Total","20+","2009–2010","835","10.21","815","855","1.22","6765","764155","2752","320.93","2159","3962","11.66","1390","19370","3.30","2.62","4.15",
"Nova Scotia","Females","Total","20+","2009–2010","685","12.00","662","709","1.75","3430","399730","3226","824.55","1818","6593","25.56","610","6610","4.71","2.85","7.78",
"Nova Scotia","Males","Total","20+","2009–2010","1037","18.18","1002","1074","1.75","3335","364420","2501","155.69","2205","4011","6.23","780","12755","2.41","2.12","2.74",
"Nova Scotia","Both sexes","Total","20+","2010–2011","849","10.20","829","870","1.20","7035","772900","2685","214.10","2282","3666","7.97","1460","20330","3.16","2.70","3.70",
"Nova Scotia","Females","Total","20+","2010–2011","720","12.24","696","745","1.70","3650","403915","2319","153.40","2029","4366","6.61","635","6935","3.22","2.82","3.68",
"Nova Scotia","Males","Total","20+","2010–2011","1028","17.90","993","1064","1.74","3385","368985","2834","298.61","2279","4476","10.54","825","13395","2.76","2.24","3.40",
"Nova Scotia","Both sexes","Total","20+","2011–2012","818","9.91","799","838","1.21","6945","779965","2451","125.37","2212","3152","5.11","1490","21165","3.00","2.70","3.32",
"Nova Scotia","Females","Total","20+","2011–2012","704","11.98","680","728","1.70","3655","407405","2612","272.42","2105","4160","10.43","640","7180","3.71","3.02","4.57",
"Nova Scotia","Males","Total","20+","2011–2012","974","17.22","941","1009","1.77","3285","372555","2434","140.85","2165","3682","5.79","850","13980","2.50","2.22","2.81",
"Nova Scotia","Both sexes","Total","20+","2012–2013","804","9.74","785","824","1.21","6975","785215","2458","116.68","2234","3228","4.75","1575","22155","3.06","2.78","3.36",
"Nova Scotia","Females","Total","20+","2012–2013","692","11.78","669","716","1.70","3665","410115","2776","221.94","2358","4718","8.00","680","7515","4.01","3.42","4.71",
"Nova Scotia","Males","Total","20+","2012–2013","955","16.83","922","988","1.76","3310","375100","2399","141.53","2129","3648","5.90","890","14635","2.51","2.23","2.83",
"Nova Scotia","Both sexes","Total","20+","2013–2014","803","9.62","784","822","1.20","7130","791250","2190","86.85","2023","3193","3.97","1530","22850","2.73","2.52","2.96",
"Nova Scotia","Females","Total","20+","2013–2014","674","11.50","652","697","1.70","3655","412885","2305","208.30","1915","5547","9.04","655","7710","3.42","2.85","4.09",
"Nova Scotia","Males","Total","20+","2013–2014","968","16.66","935","1001","1.72","3470","378360","2164","95.64","1981","3648","4.42","880","15150","2.24","2.04","2.45",
"Nova Scotia","Both sexes","Total","20+","2014–2015","827","9.67","808","846","1.17","7505","795395","2221","89.55","2049","3441","4.03","1640","23520","2.69","2.47","2.92",
"Nova Scotia","Females","Total","20+","2014–2015","709","11.69","686","732","1.65","3910","415010","2310","184.50","1962","5209","7.99","690","7870","3.26","2.78","3.82",
"Nova Scotia","Males","Total","20+","2014–2015","977","16.55","945","1010","1.69","3595","380385","2222","104.32","2022","4411","4.69","950","15650","2.27","2.06","2.51",
"Nova Scotia","Both sexes","Total","20+","2015–2016","796","9.41","777","814","1.18","7335","800595","2332","117.63","2108","4521","5.04","1615","24175","2.93","2.65","3.24",
"Nova Scotia","Females","Total","20+","2015–2016","689","11.48","666","712","1.67","3820","417405","2445","232.32","2011","6104","9.50","700","8085","3.55","2.94","4.29",
"Nova Scotia","Males","Total","20+","2015–2016","932","15.98","901","964","1.71","3510","383185","2302","147.83","2022","8251","6.42","915","16085","2.47","2.17","2.81",
"Nova Scotia","Both sexes","Total","20+","2016–2017","798","9.31","780","816","1.17","7550","808700","2206","122.57","1972","5421","5.56","1590","24880","2.76","2.47","3.09",
"Nova Scotia","Females","Total","20+","2016–2017","682","11.27","660","704","1.65","3905","421115","2253","213.93","1853","34103","9.50","665","8270","3.30","2.74","3.99",
"Nova Scotia","Males","Total","20+","2016–2017","942","15.85","912","974","1.68","3645","387580","2206","153.19","1916","5852","6.94","930","16620","2.34","2.04","2.69",
"Nova Scotia","Both sexes","Total","20+","2017–2018","800","9.22","782","818","1.15","7755","818095","2460","252.83","1989","6128","10.28","1680","25510","3.08","2.51","3.77",
"Nova Scotia","Females","Total","20+","2017–2018","680","11.16","658","702","1.64","3945","425720","2335","368.65","1669","34170","15.79","660","8440","3.43","2.52","4.69",
"Nova Scotia","Males","Total","20+","2017–2018","952","15.66","921","983","1.65","3815","392380","2555","347.27","1921","6806","13.59","1020","17070","2.68","2.05","3.51",
"Nova Scotia","Both sexes","Total","20+","2018–2019","795","9.09","777","813","1.14","7895","829245","2234","187.17","1882","17802","8.38","1650","26070","2.81","2.38","3.32",
"Nova Scotia","Females","Total","20+","2018–2019","691","11.14","670","714","1.61","4095","431155","2526","422.80","1767","4145","16.73","655","8655","3.65","2.63","5.08",
"Nova Scotia","Males","Total","20+","2018–2019","921","15.19","891","951","1.65","3805","398100","2059","93.31","1880","17670","4.53","995","17415","2.24","2.04","2.46",
"Nova Scotia","Both sexes","Total","20+","2019–2020","772","8.80","755","790","1.14","7945","843930","2097","124.21","1861","12315","5.92","1690","26690","2.72","2.41","3.06",
"Nova Scotia","Females","Total","20+","2019–2020","673","10.84","652","695","1.61","4085","438210","2310","231.02","1880","4172","10.00","705","8885","3.43","2.81","4.19",
"Nova Scotia","Males","Total","20+","2019–2020","894","14.68","866","924","1.64","3860","405720","1989","123.15","1755","12233","6.19","985","17810","2.22","1.96","2.52",
"Nova Scotia","Both sexes","Total","20+","2020–2021*","762","8.67","745","779","1.14","8005","860435","2443","311.09","1872","17972","12.73","1725","27345","3.21","2.50","4.12",
"Nova Scotia","Females","Total","20+","2020–2021*","634","10.44","614","655","1.65","3930","446020","2296","215.81","1893","4964","9.40","695","9085","3.62","3.00","4.37",
"Nova Scotia","Males","Total","20+","2020–2021*","917","14.64","889","947","1.60","4070","414410","2537","468.32","1703","18080","18.46","1035","18265","2.77","1.92","3.98",
"Nova Scotia","Both sexes","Total","20+","2021–2022*","766","8.57","749","783","1.12","8300","878495","2161","126.73","1920","34041","5.86","1885","27990","2.82","2.51","3.17",
"Nova Scotia","Females","Total","20+","2021–2022*","663","10.54","642","684","1.59","4220","455355","1932","117.22","1709","6920","6.07","730","9300","2.92","2.58","3.30",
"Nova Scotia","Males","Total","20+","2021–2022*","889","14.17","861","917","1.59","4080","423135","2310","200.63","1933","34138","8.69","1155","18690","2.60","2.19","3.09",
"Nova Scotia","Both sexes","Total","20+","2022–2023*","822","8.70","805","839","1.06","9275","901525","2399","127.47","2155","34190","5.31","1970","28380","2.92","2.62","3.24",
"Nova Scotia","Females","Total","20+","2022–2023*","714","10.76","693","736","1.51","4705","466980","2560","248.52","2096","8543","9.71","765","9440","3.58","2.96","4.34",
"Nova Scotia","Males","Total","20+","2022–2023*","951","14.32","923","980","1.51","4570","434545","2332","146.18","2055","34149","6.27","1205","18940","2.45","2.16","2.78",
"New Brunswick","Both sexes","Total","20+","2000–2001","929","13.28","903","955","1.43","4945","569345","","","","","","","","","","",
"New Brunswick","Females","Total","20+","2000–2001","748","15.46","718","779","2.07","2435","294420","3881","441.80","3064","35416","11.38","370","2915","5.19","4.14","6.51",
"New Brunswick","Males","Total","20+","2000–2001","1189","24.33","1142","1238","2.05","2510","274920","","","","","","","","","","",
"New Brunswick","Both sexes","Total","20+","2001–2002","919","13.10","894","945","1.43","4965","569920","3545","326.79","2933","9409","9.22","845","9210","3.86","3.21","4.63",
"New Brunswick","Females","Total","20+","2001–2002","738","15.17","708","768","2.06","2460","294955","4752","1503.99","2277","36153","31.65","355","3240","6.44","3.46","11.99",
"New Brunswick","Males","Total","20+","2001–2002","1179","24.02","1132","1227","2.04","2510","274965","3431","220.63","3013","10801","6.43","495","5980","2.91","2.55","3.32",
"New Brunswick","Both sexes","Total","20+","2002–2003","932","13.08","907","958","1.40","5125","571925","3306","221.91","2885","8174","6.71","865","10140","3.55","3.10","4.06",
"New Brunswick","Females","Total","20+","2002–2003","746","15.09","716","776","2.02","2545","296190","4133","644.56","2967","19366","15.60","395","3530","5.54","4.07","7.54",
"New Brunswick","Males","Total","20+","2002–2003","1197","24.01","1150","1245","2.01","2585","275740","3071","210.82","2672","10485","6.86","470","6610","2.57","2.23","2.95",
"New Brunswick","Both sexes","Total","20+","2003–2004","937","13.00","912","963","1.39","5230","574860","2960","124.69","2721","10372","4.21","960","10875","3.16","2.90","3.45",
"New Brunswick","Females","Total","20+","2003–2004","758","15.09","729","788","1.99","2625","297705","3380","274.75","2863","35055","8.13","450","3770","4.46","3.78","5.25",
"New Brunswick","Males","Total","20+","2003–2004","1199","23.96","1152","1247","2.00","2610","277155","2858","148.43","2574","12918","5.19","510","7105","2.38","2.14","2.66",
"New Brunswick","Both sexes","Total","20+","2004–2005","903","12.65","878","928","1.40","5120","577245","3047","360.68","2382","18429","11.84","895","11545","3.38","2.67","4.26",
"New Brunswick","Females","Total","20+","2004–2005","737","14.74","708","766","2.00","2590","299255","3377","550.20","2386","35091","16.29","405","3935","4.59","3.32","6.33",
"New Brunswick","Males","Total","20+","2004–2005","1143","23.21","1098","1190","2.03","2530","277990","2988","424.39","2214","34598","14.21","495","7615","2.61","1.97","3.46",
"New Brunswick","Both sexes","Total","20+","2005–2006","864","12.30","840","889","1.42","4965","579885","2528","121.43","2295","7441","4.80","915","12270","2.92","2.65","3.23",
"New Brunswick","Females","Total","20+","2005–2006","701","14.29","673","730","2.04","2495","300530","2703","225.84","2279","18253","8.35","425","4170","3.86","3.26","4.56",
"New Brunswick","Males","Total","20+","2005–2006","1094","22.46","1051","1139","2.05","2470","279355","2480","145.76","2202","10022","5.88","490","8100","2.27","2.01","2.56",
"New Brunswick","Both sexes","Total","20+","2006–2007","867","12.20","844","892","1.41","5075","581015","4073","1198.17","2074","10743","29.42","930","12975","4.70","2.64","8.36",
"New Brunswick","Females","Total","20+","2006–2007","732","14.51","704","761","1.98","2640","301025","","","","","","","","","","",
"New Brunswick","Males","Total","20+","2006–2007","1059","21.82","1016","1103","2.06","2440","279995","","","","","","","","","","",
"New Brunswick","Both sexes","Total","20+","2007–2008","872","12.10","849","896","1.39","5215","583305","2411","139.94","2144","12560","5.80","965","13840","2.76","2.46","3.11",
"New Brunswick","Females","Total","20+","2007–2008","719","14.22","692","748","1.98","2655","302195","2266","247.47","1807","12348","10.92","415","4585","3.15","2.53","3.92",
"New Brunswick","Males","Total","20+","2007–2008","1084","21.78","1042","1128","2.01","2560","281110","2468","162.15","2160","12608","6.57","550","9255","2.28","1.99","2.60",
"New Brunswick","Both sexes","Total","20+","2008–2009","837","11.73","814","860","1.40","5115","587245","2646","382.98","1949","18136","14.47","1025","14670","3.16","2.38","4.21",
"New Brunswick","Females","Total","20+","2008–2009","688","13.78","661","716","2.00","2590","304195","","","","","","","","","","",
"New Brunswick","Males","Total","20+","2008–2009","1049","21.23","1008","1092","2.02","2525","283050","2242","125.26","2004","17801","5.59","570","9810","2.14","1.90","2.40",
"New Brunswick","Both sexes","Total","20+","2009–2010","838","11.69","815","861","1.39","5175","585175","2628","331.01","2020","34352","12.59","1025","15235","3.14","2.45","4.02",
"New Brunswick","Females","Total","20+","2009–2010","685","13.70","658","713","2.00","2615","303730","","","","","","","","","","",
"New Brunswick","Males","Total","20+","2009–2010","1048","21.02","1007","1090","2.01","2560","281445","2125","112.17","1911","34018","5.28","560","10255","2.03","1.82","2.27",
"New Brunswick","Both sexes","Total","20+","2010–2011","822","11.45","800","845","1.39","5210","590335","2182","100.44","1989","17756","4.60","1080","16005","2.65","2.41","2.91",
"New Brunswick","Females","Total","20+","2010–2011","688","13.55","661","715","1.97","2700","305315","2559","218.47","2149","34512","8.54","495","5170","3.72","3.13","4.42",
"New Brunswick","Males","Total","20+","2010–2011","1005","20.38","965","1046","2.03","2510","285020","2053","114.65","1835","17667","5.58","585","10835","2.04","1.82","2.30",
"New Brunswick","Both sexes","Total","20+","2011–2012","786","11.07","764","808","1.41","5090","596385","2864","752.63","1585","13173","26.27","1085","16700","3.65","2.18","6.11",
"New Brunswick","Females","Total","20+","2011–2012","645","13.02","619","671","2.02","2585","308510","","","","","","","","","","",
"New Brunswick","Males","Total","20+","2011–2012","976","19.78","937","1015","2.03","2505","287875","1992","97.74","1805","12233","4.91","620","11340","2.04","1.84","2.27",
