"Data Table: Heart failure, Age-standardized all-cause mortality rate and rate ratio, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Mortality without the condition (per 100,000)","Standard Error of mortality without the condition","Lower 95%_CI of mortality without the condition","Upper 95%_CI of mortality without the condition","Rate CV (%) of mortality without the condition","Counts of mortality without the condition","Population of mortality without the condition","Mortality with the condition (per 100,000)","Standard Error of mortality with the condition","Lower 95%_CI of mortality with the condition","Upper 95%_CI of mortality with the condition","Rate CV (%) of mortality with the condition","Counts of mortality with the condition","Population of mortality with the condition","Rate ratio","Lower 95%_CI of rate ratio","Upper 95%_CI of rate ratio",
"Yukon Territory","Males","Total","40+","2021–2022*","869","109.05","669","1126","12.54","75","10885","5334","1386.61","2972","17524","25.99","45","510","6.14","3.49","10.80",
"Yukon Territory","Both sexes","Total","40+","2022–2023*","723","71.54","590","881","9.89","115","21825","2675","787.54","1361","8867","29.44","55","1040","3.70","2.01","6.80",
"Yukon Territory","Females","Total","40+","2022–2023*","531","85.04","377","733","16.02","45","10670","1461","333.30","882","13763","22.81","25","505","2.75","1.59","4.75",
"Yukon Territory","Males","Total","40+","2022–2023*","879","111.19","675","1138","12.65","75","11165","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2000–2001","1713","186.57","1367","2133","10.89","105","13965","","","","","","","","","","",
"Northwest Territories","Females","Total","40+","2000–2001","1251","222.20","854","1802","17.77","40","6440","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2000–2001","2157","304.76","1601","2888","14.13","65","7525","7250","2013.44","3856","34911","27.77","20","130","3.36","1.82","6.19",
"Northwest Territories","Both sexes","Total","40+","2001–2002","1258","149.94","981","1614","11.92","95","14305","9639","2667.68","5140","21038","27.68","40","305","7.67","4.25","13.84",
"Northwest Territories","Females","Total","40+","2001–2002","920","179.61","602","1388","19.53","30","6595","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2001–2002","1569","240.49","1134","2197","15.32","60","7705","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2002–2003","1596","178.68","1265","2002","11.20","110","14995","","","","","","","","","","",
"Northwest Territories","Females","Total","40+","2002–2003","1285","223.89","884","1828","17.43","40","6940","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2002–2003","1891","282.10","1379","2575","14.92","70","8050","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2003–2004","1806","198.08","1439","2255","10.97","120","15410","10006","2463.22","5775","26588","24.62","45","335","5.54","3.27","9.39",
"Northwest Territories","Females","Total","40+","2003–2004","1748","271.29","1258","2389","15.52","50","7195","3959","1155.09","2029","53759","29.18","20","170","2.26","1.18","4.33",
"Northwest Territories","Males","Total","40+","2003–2004","1898","305.04","1347","2658","16.08","65","8215","14756","4225.93","7671","40331","28.64","30","175","7.78","4.09","14.80",
"Northwest Territories","Both sexes","Total","40+","2004–2005","1218","152.66","937","1577","12.53","95","16215","7867","1982.41","4474","24155","25.20","45","360","6.46","3.72","11.21",
"Northwest Territories","Females","Total","40+","2004–2005","1123","212.90","745","1680","18.96","40","7570","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2004–2005","1347","251.49","900","2073","18.68","55","8645","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2005–2006","1569","175.80","1243","1974","11.21","115","16640","5134","1010.84","3347","29253","19.69","35","375","3.27","2.10","5.10",
"Northwest Territories","Females","Total","40+","2005–2006","1071","189.25","733","1559","17.66","45","7745","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2005–2006","1968","284.26","1451","2725","14.44","70","8890","5599","1293.84","3357","54874","23.11","20","200","2.84","1.67","4.85",
"Northwest Territories","Both sexes","Total","40+","2006–2007","1234","143.05","970","1574","11.59","110","16835","4582","1201.15","2538","16711","26.21","40","400","3.71","2.12","6.51",
"Northwest Territories","Females","Total","40+","2006–2007","988","171.36","681","1428","17.34","40","7880","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2006–2007","1522","242.25","1085","2157","15.91","65","8955","7243","2260.42","3513","23921","31.21","25","215","4.76","2.39","9.45",
"Northwest Territories","Both sexes","Total","40+","2007–2008","1269","149.66","993","1616","11.79","105","17395","6624","1362.65","4227","16380","20.57","50","415","5.22","3.28","8.31",
"Northwest Territories","Females","Total","40+","2007–2008","1192","198.91","835","1681","16.69","50","8200","3855","1263.33","1790","53722","32.77","20","195","3.23","1.57","6.65",
"Northwest Territories","Males","Total","40+","2007–2008","1353","237.25","929","1982","17.53","60","9200","8834","2175.94","5097","21560","24.63","30","220","6.53","3.61","11.80",
"Northwest Territories","Both sexes","Total","40+","2008–2009","1233","134.85","983","1547","10.94","120","17960","4999","1331.80","2739","17184","26.64","40","425","4.06","2.31","7.13",
"Northwest Territories","Females","Total","40+","2008–2009","1093","185.35","760","1544","16.96","45","8445","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2008–2009","1285","178.33","959","1769","13.88","70","9510","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2009–2010","1154","126.24","920","1446","10.94","120","18485","7559","2198.07","3884","17054","29.08","40","430","6.55","3.56","12.04",
"Northwest Territories","Females","Total","40+","2009–2010","951","162.51","659","1358","17.09","45","8705","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2009–2010","1337","192.82","986","1821","14.42","70","9770","5688","1644.89","2935","18103","28.92","20","215","4.25","2.26","8.02",
"Northwest Territories","Both sexes","Total","40+","2010–2011","1145","127.12","909","1436","11.10","105","17205","4733","1380.60","2426","17006","29.17","35","430","4.13","2.24","7.62",
"Northwest Territories","Females","Total","40+","2010–2011","974","168.73","672","1387","17.32","40","8240","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2010–2011","1299","188.86","955","1765","14.54","70","8970","4441","1354.95","2196","20707","30.51","15","225","3.42","1.76","6.63",
"Northwest Territories","Both sexes","Total","40+","2011–2012","1064","119.42","843","1338","11.22","105","17790","","","","","","","","","","",
"Northwest Territories","Females","Total","40+","2011–2012","811","143.89","554","1172","17.74","40","8515","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2011–2012","1345","196.99","986","1832","14.65","65","9275","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2012–2013","1326","132.36","1079","1622","9.98","135","18395","5658","1308.31","3391","12966","23.12","40","450","4.27","2.61","6.99",
"Northwest Territories","Females","Total","40+","2012–2013","1165","170.36","855","1564","14.62","60","8815","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2012–2013","1519","214.44","1128","2034","14.11","75","9580","5239","1569.39","2629","17633","29.96","20","250","3.45","1.80","6.60",
"Northwest Territories","Both sexes","Total","40+","2013–2014","1103","121.49","878","1381","11.01","115","18680","4881","1033.69","3070","11905","21.18","45","445","4.42","2.77","7.06",
"Northwest Territories","Females","Total","40+","2013–2014","923","158.42","639","1305","17.17","45","8970","3618","953.39","1997","31638","26.35","20","205","3.92","2.12","7.26",
"Northwest Territories","Males","Total","40+","2013–2014","1268","185.59","931","1729","14.64","70","9710","5564","1516.85","3000","17855","27.26","25","245","4.39","2.39","8.05",
"Northwest Territories","Both sexes","Total","40+","2014–2015","1379","134.72","1127","1681","9.77","140","18330","5203","1217.73","3096","14947","23.40","45","440","3.77","2.30","6.20",
"Northwest Territories","Females","Total","40+","2014–2015","1394","192.49","1043","1847","13.81","65","8830","3467","908.51","1921","27985","26.20","25","195","2.49","1.39","4.44",
"Northwest Territories","Males","Total","40+","2014–2015","1353","194.25","999","1834","14.36","75","9500","5895","1752.95","2976","22240","29.74","20","240","4.36","2.28","8.32",
"Northwest Territories","Both sexes","Total","40+","2015–2016","1224","121.41","998","1496","9.92","135","18680","7867","1868.94","4641","18155","23.76","55","460","6.43","3.88","10.64",
"Northwest Territories","Females","Total","40+","2015–2016","1062","154.59","780","1434","14.56","60","9015","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2015–2016","1387","193.94","1034","1860","13.98","75","9660","7258","1589.50","4485","31232","21.90","35","265","5.23","3.14","8.71",
"Northwest Territories","Both sexes","Total","40+","2016–2017","1673","145.23","1401","1991","8.68","175","18920","6476","1476.89","3912","30533","22.81","50","475","3.87","2.40","6.24",
"Northwest Territories","Females","Total","40+","2016–2017","1407","183.06","1071","1829","13.01","70","9160","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2016–2017","1978","237.87","1540","2532","12.02","100","9755","5956","1500.75","3387","30136","25.20","25","280","3.01","1.74","5.20",
"Northwest Territories","Both sexes","Total","40+","2017–2018","1306","130.10","1063","1596","9.96","135","18755","7181","1347.59","4787","31031","18.77","65","505","5.50","3.63","8.34",
"Northwest Territories","Females","Total","40+","2017–2018","1275","177.89","951","1691","13.95","65","9125","7310","2167.24","3699","56382","29.65","25","205","5.73","3.02","10.90",
"Northwest Territories","Males","Total","40+","2017–2018","1271","183.58","937","1769","14.44","70","9630","6993","1711.19","4052","55973","24.47","35","295","5.50","3.15","9.60",
"Northwest Territories","Both sexes","Total","40+","2018–2019","1156","116.37","939","1418","10.06","135","19105","","","","","","","","","","",
"Northwest Territories","Females","Total","40+","2018–2019","816","125.46","589","1131","15.37","55","9300","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2018–2019","1564","215.86","1170","2087","13.80","80","9805","4287","851.00","2784","28556","19.85","35","315","2.74","1.71","4.40",
"Northwest Territories","Both sexes","Total","40+","2019–2020","1294","122.55","1065","1568","9.47","155","19370","6901","1815.56","3814","13722","26.31","55","550","5.34","3.08","9.23",
"Northwest Territories","Females","Total","40+","2019–2020","1129","156.45","843","1498","13.86","65","9450","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2019–2020","1452","195.79","1094","1935","13.48","90","9915","5108","1313.58","2867","14966","25.71","25","325","3.52","1.99","6.21",
"Northwest Territories","Both sexes","Total","40+","2020–2021*","1535","121.06","1307","1804","7.89","215","19375","8128","2164.03","4455","15184","26.63","50","555","5.30","3.07","9.13",
"Northwest Territories","Females","Total","40+","2020–2021*","1300","156.70","1011","1663","12.05","85","9475","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2020–2021*","1735","181.83","1397","2178","10.48","130","9900","","","","","","","","","","",
"Northwest Territories","Both sexes","Total","40+","2021–2022*","1388","115.95","1170","1643","8.35","190","19525","4257","587.20","3185","10914","13.79","65","575","3.07","2.24","4.21",
"Northwest Territories","Females","Total","40+","2021–2022*","1361","157.91","1069","1721","11.61","90","9615","2968","816.97","1589","53069","27.52","20","230","2.18","1.21","3.92",
"Northwest Territories","Males","Total","40+","2021–2022*","1424","174.09","1103","1835","12.23","100","9910","4945","782.91","3531","15662","15.83","45","345","3.47","2.35","5.14",
"Northwest Territories","Both sexes","Total","40+","2022–2023*","","","","","","","","","","","","","","","","","",
"Northwest Territories","Females","Total","40+","2022–2023*","","","","","","","","","","","","","","","","","",
"Northwest Territories","Males","Total","40+","2022–2023*","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2000–2001","","","","","","","","","","","","","","","","","",
"Nunavut","Females","Total","40+","2000–2001","","","","","","","","","","","","","","","","","",
"Nunavut","Males","Total","40+","2000–2001","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2001–2002","","","","","","","","","","","","","","","","","",
"Nunavut","Females","Total","40+","2001–2002","","","","","","","","","","","","","","","","","",
"Nunavut","Males","Total","40+","2001–2002","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2002–2003","","","","","","","","","","","","","","","","","",
"Nunavut","Females","Total","40+","2002–2003","","","","","","","","","","","","","","","","","",
"Nunavut","Males","Total","40+","2002–2003","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2003–2004","","","","","","","","","","","","","","","","","",
"Nunavut","Females","Total","40+","2003–2004","","","","","","","","","","","","","","","","","",
"Nunavut","Males","Total","40+","2003–2004","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2004–2005","","","","","","","","","","","","","","","","","",
"Nunavut","Females","Total","40+","2004–2005","","","","","","","","","","","","","","","","","",
"Nunavut","Males","Total","40+","2004–2005","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2005–2006","1528","253.45","1072","2210","16.59","60","7545","9638","2168.21","5867","18060","22.50","30","215","6.31","3.65","10.91",
"Nunavut","Females","Total","40+","2005–2006","1280","364.14","668","2506","28.46","25","3515","","","","","","","","","","",
"Nunavut","Males","Total","40+","2005–2006","1743","354.43","1119","3367","20.33","40","4035","11357","3247.91","5910","23672","28.60","15","120","6.51","3.27","12.96",
"Nunavut","Both sexes","Total","40+","2006–2007","2061","345.04","1441","2951","16.74","75","7915","6460","1369.21","4061","14790","21.20","25","230","3.13","1.85","5.32",
"Nunavut","Females","Total","40+","2006–2007","1925","511.24","1057","3478","26.56","30","3705","","","","","","","","","","",
"Nunavut","Males","Total","40+","2006–2007","2708","726.52","1476","4976","26.83","40","4205","7127","1865.07","3954","17474","26.17","15","130","2.63","1.26","5.49",
"Nunavut","Both sexes","Total","40+","2007–2008","1683","318.81","1117","2517","18.94","55","7990","3518","839.38","2069","13143","23.86","20","250","2.09","1.15","3.80",
"Nunavut","Females","Total","40+","2007–2008","1312","369.96","690","2497","28.21","20","3760","","","","","","","","","","",
"Nunavut","Males","Total","40+","2007–2008","2172","576.78","1193","3805","26.55","30","4230","4479","1300.06","2305","16715","29.03","15","150","2.06","0.95","4.46",
"Nunavut","Both sexes","Total","40+","2008–2009","1438","261.39","972","2128","18.18","65","8435","5387","1530.60","2818","12333","28.41","25","260","3.75","1.93","7.26",
"Nunavut","Females","Total","40+","2008–2009","968","249.74","542","1820","25.79","25","3975","","","","","","","","","","",
"Nunavut","Males","Total","40+","2008–2009","2075","584.38","1092","4091","28.17","40","4465","6824","2238.25","3167","16458","32.80","15","145","3.29","1.41","7.68",
"Nunavut","Both sexes","Total","40+","2009–2010","2151","312.90","1582","2953","14.55","95","8975","","","","","","","","","","",
"Nunavut","Females","Total","40+","2009–2010","1794","353.39","1169","2922","19.70","40","4210","","","","","","","","","","",
"Nunavut","Males","Total","40+","2009–2010","2357","476.15","1518","4154","20.20","50","4760","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2010–2011","1423","253.68","970","2108","17.83","60","9440","4458","1091.12","2582","11590","24.48","25","310","3.13","1.73","5.67",
"Nunavut","Females","Total","40+","2010–2011","1339","353.13","739","2361","26.37","25","4440","","","","","","","","","","",
"Nunavut","Males","Total","40+","2010–2011","1374","323.89","814","2584","23.57","45","5010","5485","1691.99","2687","14354","30.85","15","170","3.99","1.87","8.54",
"Nunavut","Both sexes","Total","40+","2011–2012","2173","310.08","1608","2963","14.27","100","9935","7246","1671.51","4349","14293","23.07","35","325","3.33","1.96","5.67",
"Nunavut","Females","Total","40+","2011–2012","2473","477.12","1627","3742","19.30","45","4685","","","","","","","","","","",
"Nunavut","Males","Total","40+","2011–2012","1609","277.17","1112","2726","17.23","55","5245","8310","2410.55","4278","18118","29.01","20","180","5.17","2.67","10.01",
"Nunavut","Both sexes","Total","40+","2012–2013","1843","298.83","1305","2631","16.21","85","10240","7145","1676.12","4247","13697","23.46","35","335","3.88","2.22","6.78",
"Nunavut","Females","Total","40+","2012–2013","1715","359.34","1085","2817","20.95","35","4815","5444","1679.53","2667","17933","30.85","15","155","3.17","1.53","6.59",
"Nunavut","Males","Total","40+","2012–2013","1969","493.18","1124","3424","25.05","45","5420","8285","2544.61","4073","19590","30.71","20","180","4.21","1.94","9.15",
"Nunavut","Both sexes","Total","40+","2013–2014","1572","252.71","1116","2269","16.08","80","10160","6372","1521.18","3748","14910","23.87","25","335","4.05","2.31","7.13",
"Nunavut","Females","Total","40+","2013–2014","1130","288.18","638","2081","25.50","30","4795","","","","","","","","","","",
"Nunavut","Males","Total","40+","2013–2014","2043","429.51","1290","3423","21.02","50","5370","6145","1985.61","2891","18915","32.31","15","185","3.01","1.41","6.40",
"Nunavut","Both sexes","Total","40+","2014–2015","1225","211.56","846","1838","17.26","80","10380","5032","1633.43","2358","12186","32.46","25","355","4.11","2.00","8.44",
"Nunavut","Females","Total","40+","2014–2015","1170","313.98","638","2147","26.83","25","4875","","","","","","","","","","",
"Nunavut","Males","Total","40+","2014–2015","1178","224.71","780","2231","19.07","50","5505","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2015–2016","834","161.61","548","1308","19.37","45","10650","","","","","","","","","","",
"Nunavut","Females","Total","40+","2015–2016","842","217.79","470","1565","25.88","20","5040","","","","","","","","","","",
"Nunavut","Males","Total","40+","2015–2016","","","","","","","","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2016–2017","1200","182.65","869","5516","15.22","75","10995","9324","2414.72","5208","16562","25.90","40","390","7.77","4.31","13.99",
"Nunavut","Females","Total","40+","2016–2017","1133","252.80","693","1867","22.31","35","5210","6389","2091.26","2971","14906","32.73","20","200","5.64","2.59","12.26",
"Nunavut","Males","Total","40+","2016–2017","1236","249.70","796","5576","20.21","40","5790","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2017–2018","1845","312.28","1284","2856","16.93","85","11365","4692","967.39","2991","9459","20.62","30","405","2.54","1.51","4.29",
"Nunavut","Females","Total","40+","2017–2018","1520","305.69","981","3727","20.11","35","5380","","","","","","","","","","",
"Nunavut","Males","Total","40+","2017–2018","2098","484.50","1258","3671","23.10","50","5980","5817","1407.58","3394","17964","24.20","20","205","2.77","1.44","5.34",
"Nunavut","Both sexes","Total","40+","2018–2019","1273","200.84","911","1877","15.77","90","11675","8145","1963.57","4762","13708","24.11","40","430","6.40","3.64","11.25",
"Nunavut","Females","Total","40+","2018–2019","1153","226.61","752","2143","19.66","40","5540","9227","2986.30","4335","19250","32.36","20","200","8.01","3.81","16.82",
"Nunavut","Males","Total","40+","2018–2019","1319","297.66","802","2322","22.56","50","6130","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2019–2020","1009","142.76","749","1619","14.15","75","11685","5669","1733.43","2797","10971","30.58","25","425","5.62","2.90","10.87",
"Nunavut","Females","Total","40+","2019–2020","855","182.09","536","1985","21.29","30","5580","","","","","","","","","","",
"Nunavut","Males","Total","40+","2019–2020","1169","226.80","768","2337","19.39","45","6105","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2020–2021*","1194","189.70","851","1706","15.89","80","11770","4002","1018.77","2261","7699","25.45","25","435","3.35","1.86","6.04",
"Nunavut","Females","Total","40+","2020–2021*","1042","229.82","641","1735","22.06","35","5645","","","","","","","","","","",
"Nunavut","Males","Total","40+","2020–2021*","1352","321.08","797","2399","23.76","40","6120","","","","","","","","","","",
"Nunavut","Both sexes","Total","40+","2021–2022*","1800","250.64","1342","2420","13.93","105","12035","4694","1285.32","2522","8775","27.38","25","455","2.61","1.43","4.76",
"Nunavut","Females","Total","40+","2021–2022*","1671","310.90","1118","2475","18.61","50","5780","","","","","","","","","","",
"Nunavut","Males","Total","40+","2021–2022*","2039","464.66","1233","3438","22.78","60","6260","5902","1821.52","2890","13971","30.86","15","250","2.89","1.36","6.14",
"Nunavut","Both sexes","Total","40+","2022–2023*","1309","189.92","963","1797","14.51","80","12280","3390","753.17","2078","6652","22.21","25","480","2.59","1.54","4.36",
"Nunavut","Females","Total","40+","2022–2023*","1177","241.67","752","1824","20.53","35","5875","3967","1296.05","1848","12462","32.67","10","215","3.37","1.58","7.18",
"Nunavut","Males","Total","40+","2022–2023*","1564","365.32","932","2784","23.36","50","6405","3476","1156.99","1591","9573","33.29","10","260","2.22","1.00","4.93",


"Notes: ",
"1. CI: Confidence Interval.",
"2. CV: Coefficient of variation.",
"3. *Many CCDSS measures, such as chronic disease incidence, were influenced by the COVID-19 pandemic. Changes in such measures may be driven by multiple factors, including (but not limited to) differences in healthcare seeking behaviour, the availability and use of healthcare services, as well as true changes in health status.  As such, CCDSS measures should be used cautiously when making inferences about population health during the COVID-19 pandemic. Guidance for data users on examining the impacts of the COVID-19 pandemic on CCDSS measures can be accessed below.",
"4. Data suppression: Estimates are not reported when the counts are less than 10 or the coefficient of variation is greater than 33.3%.",
"5. Due to periodic updates of the historical surveillance data, estimates for a particular disease and year may change over time, and may not be comparable to previous editions. ",
"6. Estimates are age-standardized to the 2011 Canadian population using unrounded counts and five-year age groups. Age-standardized estimates are useful for comparing data across years or between different geographical areas, but they do not reflect the actual impact of the disease.",
"7. Nunavut data are excluded before 2005–2006.",
"8. Newfoundland and Labrador data are excluded before 2008–2009. ",
"9. Yukon data are excluded before 2010–2011.  ",
"10. The modernization of the Quebec billing system for fee-for-service medical services by the Régie de l'assurance maladie du Québec (RAMQ) in 2016 has resulted in a decrease in the entry of diagnostic codes in the fee-for-service medical services file. Data for 2016–2017 and subsequent years should therefore be interpreted with caution, as a slight underestimation is suspected. ",
"11. The introduction of the Northwest Territories Electronic Medical Record (EMR) in 2016 resulted in more complete and consistent data. Data for 2016–2017 may be slightly underestimated compared to previous years due to the system transition.  ",
"12. New Brunswick data were not available for 2021–2022 and 2022–2023.",
"13. Northwest Territories data were not available for 2022–2023.",
"14. Northwest Territories physician claim data were incomplete for 2021–2022 and should therefore be interpreted with caution, as a slight underestimation is suspected.",
"15. These data were made possible through collaboration between PHAC and the respective provincial and territorial governments of British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador, Northwest Territories, Yukon, and Nunavut. No endorsement by the provinces and territories is intended or should be inferred. Provincial and territorial data were contributed to the CCDSS as of July 2024.",

"Source: ",
"Canadian Chronic Disease Surveillance System 2024",

"https://health-infobase.canada.ca/CCDSS/data-tool/",
"https://sante-infobase.canada.ca/SCSMC/outil-de-donnees/",
"Date downloaded: 2024-12-17"
