"Data Table: Acute myocardial infarction, Crude incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Counts","Population",
"Saskatchewan","Males","Total","20+","2019–2020","254","7.48","240","269","2.94","1155","454630",
"Saskatchewan","Both sexes","Total","20+","2020–2021*","192","4.55","183","201","2.38","1770","924255",
"Saskatchewan","Females","Total","20+","2020–2021*","139","5.46","128","150","3.94","645","465160",
"Saskatchewan","Males","Total","20+","2020–2021*","246","7.32","232","261","2.97","1130","459100",
"Saskatchewan","Both sexes","Total","20+","2021–2022*","184","4.43","175","193","2.41","1720","936045",
"Saskatchewan","Females","Total","20+","2021–2022*","129","5.22","118","139","4.07","605","470790",
"Saskatchewan","Males","Total","20+","2021–2022*","239","7.16","225","253","3.00","1110","465255",
"Saskatchewan","Both sexes","Total","20+","2022–2023*","169","4.24","161","178","2.50","1595","942705",
"Saskatchewan","Females","Total","20+","2022–2023*","123","5.09","113","134","4.13","585","474780",
"Saskatchewan","Males","Total","20+","2022–2023*","216","6.79","203","230","3.15","1010","467920",
"Alberta","Both sexes","Total","20+","2000–2001","209","3.08","203","215","1.47","4625","2210010",
"Alberta","Females","Total","20+","2000–2001","136","3.50","130","143","2.56","1520","1115420",
"Alberta","Males","Total","20+","2000–2001","284","5.09","274","294","1.79","3105","1094590",
"Alberta","Both sexes","Total","20+","2001–2002","216","3.09","210","222","1.43","4895","2263150",
"Alberta","Females","Total","20+","2001–2002","146","3.58","139","153","2.45","1670","1142370",
"Alberta","Males","Total","20+","2001–2002","288","5.07","278","298","1.76","3230","1120780",
"Alberta","Both sexes","Total","20+","2002–2003","222","3.10","216","228","1.39","5140","2313570",
"Alberta","Females","Total","20+","2002–2003","149","3.58","142","157","2.39","1745","1168450",
"Alberta","Males","Total","20+","2002–2003","296","5.09","287","307","1.72","3395","1145120",
"Alberta","Both sexes","Total","20+","2003–2004","227","3.10","221","233","1.37","5350","2357665",
"Alberta","Females","Total","20+","2003–2004","162","3.68","155","169","2.28","1925","1190895",
"Alberta","Males","Total","20+","2003–2004","294","5.02","284","304","1.71","3425","1166765",
"Alberta","Both sexes","Total","20+","2004–2005","222","3.04","216","228","1.37","5305","2394605",
"Alberta","Females","Total","20+","2004–2005","152","3.54","145","159","2.33","1840","1211270",
"Alberta","Males","Total","20+","2004–2005","293","4.98","284","303","1.70","3470","1183345",
"Alberta","Both sexes","Total","20+","2005–2006","219","2.99","213","225","1.36","5370","2450480",
"Alberta","Females","Total","20+","2005–2006","157","3.56","150","164","2.26","1950","1241235",
"Alberta","Males","Total","20+","2005–2006","283","4.84","273","292","1.71","3420","1209240",
"Alberta","Both sexes","Total","20+","2006–2007","208","2.86","202","213","1.38","5270","2537600",
"Alberta","Females","Total","20+","2006–2007","144","3.35","138","151","2.32","1855","1284550",
"Alberta","Males","Total","20+","2006–2007","272","4.66","263","281","1.71","3410","1253045",
"Alberta","Both sexes","Total","20+","2007–2008","202","2.78","197","208","1.37","5290","2617630",
"Alberta","Females","Total","20+","2007–2008","140","3.25","134","147","2.32","1855","1323305",
"Alberta","Males","Total","20+","2007–2008","266","4.53","257","275","1.70","3440","1294330",
"Alberta","Both sexes","Total","20+","2008–2009","192","2.67","187","198","1.39","5190","2697850",
"Alberta","Females","Total","20+","2008–2009","134","3.13","128","140","2.34","1825","1363240",
"Alberta","Males","Total","20+","2008–2009","252","4.35","244","261","1.72","3365","1334610",
"Alberta","Both sexes","Total","20+","2009–2010","187","2.60","182","192","1.39","5185","2768765",
"Alberta","Females","Total","20+","2009–2010","132","3.07","126","138","2.33","1840","1398215",
"Alberta","Males","Total","20+","2009–2010","244","4.22","236","252","1.73","3345","1370550",
"Alberta","Both sexes","Total","20+","2010–2011","186","2.56","181","191","1.37","5310","2850205",
"Alberta","Females","Total","20+","2010–2011","122","2.92","117","128","2.38","1760","1437695",
"Alberta","Males","Total","20+","2010–2011","251","4.22","243","260","1.68","3550","1412510",
"Alberta","Both sexes","Total","20+","2011–2012","189","2.54","184","194","1.34","5575","2943255",
"Alberta","Females","Total","20+","2011–2012","129","2.95","123","134","2.29","1905","1481960",
"Alberta","Males","Total","20+","2011–2012","251","4.14","243","259","1.65","3665","1461290",
"Alberta","Both sexes","Total","20+","2012–2013","184","2.45","180","189","1.33","5660","3070020",
"Alberta","Females","Total","20+","2012–2013","134","2.95","128","139","2.21","2055","1539315",
"Alberta","Males","Total","20+","2012–2013","236","3.92","228","243","1.67","3605","1530700",
"Alberta","Both sexes","Total","20+","2013–2014","175","2.34","170","180","1.34","5600","3199205",
"Alberta","Females","Total","20+","2013–2014","118","2.72","113","123","2.30","1885","1597975",
"Alberta","Males","Total","20+","2013–2014","232","3.81","225","240","1.64","3715","1601230",
"Alberta","Both sexes","Total","20+","2014–2015","167","2.24","162","171","1.35","5520","3314580",
"Alberta","Females","Total","20+","2014–2015","115","2.64","110","120","2.29","1900","1651740",
"Alberta","Males","Total","20+","2014–2015","217","3.62","210","225","1.66","3615","1662835",
"Alberta","Both sexes","Total","20+","2015–2016","164","2.20","159","168","1.34","5555","3393235",
"Alberta","Females","Total","20+","2015–2016","113","2.59","108","119","2.28","1920","1691950",
"Alberta","Males","Total","20+","2015–2016","213","3.54","206","220","1.66","3625","1701280",
"Alberta","Both sexes","Total","20+","2016–2017","165","2.19","161","170","1.33","5695","3445205",
"Alberta","Females","Total","20+","2016–2017","109","2.51","104","114","2.31","1870","1721045",
"Alberta","Males","Total","20+","2016–2017","222","3.59","215","229","1.62","3825","1724160",
"Alberta","Both sexes","Total","20+","2017–2018","164","2.17","160","169","1.32","5750","3498015",
"Alberta","Females","Total","20+","2017–2018","112","2.53","107","117","2.26","1965","1749300",
"Alberta","Males","Total","20+","2017–2018","217","3.52","210","224","1.62","3790","1748715",
"Alberta","Both sexes","Total","20+","2018–2019","164","2.14","159","168","1.31","5835","3568275",
"Alberta","Females","Total","20+","2018–2019","108","2.46","104","113","2.27","1935","1785305",
"Alberta","Males","Total","20+","2018–2019","219","3.50","212","226","1.60","3900","1782970",
"Alberta","Both sexes","Total","20+","2019–2020","165","2.13","160","169","1.29","5995","3642160",
"Alberta","Females","Total","20+","2019–2020","113","2.49","108","118","2.20","2060","1823240",
"Alberta","Males","Total","20+","2019–2020","216","3.45","210","223","1.59","3935","1818920",
"Alberta","Both sexes","Total","20+","2020–2021*","153","2.04","149","157","1.33","5655","3686430",
"Alberta","Females","Total","20+","2020–2021*","105","2.39","100","110","2.27","1940","1845670",
"Alberta","Males","Total","20+","2020–2021*","202","3.31","196","209","1.64","3720","1840765",
"Alberta","Both sexes","Total","20+","2021–2022*","147","1.98","143","151","1.35","5525","3758065",
"Alberta","Females","Total","20+","2021–2022*","101","2.32","97","106","2.29","1905","1882300",
"Alberta","Males","Total","20+","2021–2022*","193","3.21","187","199","1.66","3620","1875765",
"Alberta","Both sexes","Total","20+","2022–2023*","131","1.83","128","135","1.40","5120","3901385",
"Alberta","Females","Total","20+","2022–2023*","89","2.14","85","94","2.39","1745","1955420",
"Alberta","Males","Total","20+","2022–2023*","173","2.98","167","179","1.72","3370","1945955",
"British Columbia","Both sexes","Total","20+","2000–2001","218","2.67","213","224","1.22","6685","3062880",
"British Columbia","Females","Total","20+","2000–2001","153","3.12","147","159","2.04","2405","1570770",
"British Columbia","Males","Total","20+","2000–2001","287","4.38","278","296","1.53","4280","1492115",
"British Columbia","Both sexes","Total","20+","2001–2002","218","2.65","212","223","1.22","6765","3108570",
"British Columbia","Females","Total","20+","2001–2002","151","3.08","145","157","2.04","2405","1593790",
"British Columbia","Males","Total","20+","2001–2002","288","4.36","279","297","1.51","4360","1514780",
"British Columbia","Both sexes","Total","20+","2002–2003","215","2.62","210","221","1.21","6775","3144880",
"British Columbia","Females","Total","20+","2002–2003","152","3.07","146","158","2.02","2445","1612430",
"British Columbia","Males","Total","20+","2002–2003","283","4.30","275","291","1.52","4335","1532460",
"British Columbia","Both sexes","Total","20+","2003–2004","221","2.63","216","226","1.19","7080","3204005",
"British Columbia","Females","Total","20+","2003–2004","160","3.13","154","167","1.95","2630","1639535",
"British Columbia","Males","Total","20+","2003–2004","284","4.26","276","293","1.50","4450","1564465",
"British Columbia","Both sexes","Total","20+","2004–2005","210","2.54","205","215","1.21","6845","3254350",
"British Columbia","Females","Total","20+","2004–2005","155","3.05","149","161","1.97","2580","1663265",
"British Columbia","Males","Total","20+","2004–2005","268","4.10","260","276","1.53","4265","1591080",
"British Columbia","Both sexes","Total","20+","2005–2006","199","2.45","194","203","1.23","6575","3310655",
"British Columbia","Females","Total","20+","2005–2006","143","2.91","137","149","2.03","2420","1692195",
"British Columbia","Males","Total","20+","2005–2006","257","3.98","249","265","1.55","4155","1618460",
"British Columbia","Both sexes","Total","20+","2006–2007","190","2.38","185","195","1.25","6370","3354870",
"British Columbia","Females","Total","20+","2006–2007","135","2.81","130","141","2.07","2325","1717815",
"British Columbia","Males","Total","20+","2006–2007","247","3.88","239","255","1.57","4040","1637050",
"British Columbia","Both sexes","Total","20+","2007–2008","203","2.44","198","208","1.20","6935","3417950",
"British Columbia","Females","Total","20+","2007–2008","140","2.83","135","146","2.02","2450","1749570",
"British Columbia","Males","Total","20+","2007–2008","269","4.01","261","277","1.49","4485","1668380",
"British Columbia","Both sexes","Total","20+","2008–2009","200","2.39","195","204","1.20","6950","3482745",
"British Columbia","Females","Total","20+","2008–2009","141","2.81","136","147","1.99","2515","1782490",
"British Columbia","Males","Total","20+","2008–2009","261","3.92","253","269","1.50","4435","1700255",
"British Columbia","Both sexes","Total","20+","2009–2010","198","2.37","194","203","1.19","7015","3537175",
"British Columbia","Females","Total","20+","2009–2010","139","2.77","134","145","1.99","2525","1811985",
"British Columbia","Males","Total","20+","2009–2010","261","3.89","253","268","1.49","4495","1725195",
"British Columbia","Both sexes","Total","20+","2010–2011","195","2.33","190","200","1.19","7010","3594640",
"British Columbia","Females","Total","20+","2010–2011","134","2.70","129","140","2.01","2475","1842060",
"British Columbia","Males","Total","20+","2010–2011","258","3.84","251","266","1.49","4530","1752575",
"British Columbia","Both sexes","Total","20+","2011–2012","199","2.33","194","203","1.18","7240","3644210",
"British Columbia","Females","Total","20+","2011–2012","134","2.68","129","139","2.00","2500","1867330",
"British Columbia","Males","Total","20+","2011–2012","267","3.88","259","275","1.45","4745","1776885",
"British Columbia","Both sexes","Total","20+","2012–2013","204","2.35","199","208","1.15","7505","3687005",
"British Columbia","Females","Total","20+","2012–2013","140","2.73","135","146","1.94","2655","1889875",
"British Columbia","Males","Total","20+","2012–2013","270","3.88","262","278","1.44","4850","1797130",
"British Columbia","Both sexes","Total","20+","2013–2014","202","2.33","198","207","1.15","7510","3715785",
"British Columbia","Females","Total","20+","2013–2014","143","2.74","137","148","1.92","2720","1906050",
"British Columbia","Males","Total","20+","2013–2014","265","3.82","257","272","1.44","4790","1809730",
"British Columbia","Both sexes","Total","20+","2014–2015","199","2.30","195","204","1.16","7495","3762965",
"British Columbia","Females","Total","20+","2014–2015","138","2.67","133","143","1.94","2660","1931195",
"British Columbia","Males","Total","20+","2014–2015","264","3.79","256","271","1.44","4830","1831765",
"British Columbia","Both sexes","Total","20+","2015–2016","193","2.24","188","197","1.17","7365","3823295",
"British Columbia","Females","Total","20+","2015–2016","132","2.59","127","137","1.97","2585","1962390",
"British Columbia","Males","Total","20+","2015–2016","257","3.72","250","264","1.45","4780","1860905",
"British Columbia","Both sexes","Total","20+","2016–2017","195","2.24","191","200","1.15","7595","3893525",
"British Columbia","Females","Total","20+","2016–2017","136","2.61","131","141","1.92","2710","1998025",
"British Columbia","Males","Total","20+","2016–2017","258","3.69","251","265","1.43","4885","1895505",
"British Columbia","Both sexes","Total","20+","2017–2018","192","2.20","188","197","1.14","7645","3974245",
"British Columbia","Females","Total","20+","2017–2018","129","2.51","124","134","1.95","2620","2038690",
"British Columbia","Males","Total","20+","2017–2018","259","3.66","252","267","1.41","5020","1935555",
"British Columbia","Both sexes","Total","20+","2018–2019","192","2.18","188","197","1.13","7810","4061040",
"British Columbia","Females","Total","20+","2018–2019","132","2.52","127","137","1.91","2755","2082670",
"British Columbia","Males","Total","20+","2018–2019","256","3.60","249","263","1.41","5060","1978380",
"British Columbia","Both sexes","Total","20+","2019–2020","189","2.13","185","194","1.13","7885","4164550",
"British Columbia","Females","Total","20+","2019–2020","127","2.44","123","132","1.92","2720","2134885",
"British Columbia","Males","Total","20+","2019–2020","254","3.54","248","262","1.39","5165","2029660",
"British Columbia","Both sexes","Total","20+","2020–2021*","182","2.07","178","186","1.14","7695","4237180",
"British Columbia","Females","Total","20+","2020–2021*","123","2.38","118","127","1.94","2665","2173605",
"British Columbia","Males","Total","20+","2020–2021*","244","3.44","237","251","1.41","5030","2063580",
"British Columbia","Both sexes","Total","20+","2021–2022*","177","2.01","173","181","1.14","7705","4363415",
"British Columbia","Females","Total","20+","2021–2022*","118","2.29","113","122","1.95","2635","2238055",
"British Columbia","Males","Total","20+","2021–2022*","239","3.35","232","245","1.40","5075","2125360",
"British Columbia","Both sexes","Total","20+","2022–2023*","166","1.92","162","170","1.15","7500","4520815",
"British Columbia","Females","Total","20+","2022–2023*","110","2.17","105","114","1.98","2540","2317945",
"British Columbia","Males","Total","20+","2022–2023*","225","3.20","219","232","1.42","4960","2202875",
"Yukon Territory","Both sexes","Total","20+","2000–2001","","","","","","","",
"Yukon Territory","Females","Total","20+","2000–2001","","","","","","","",
"Yukon Territory","Males","Total","20+","2000–2001","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2001–2002","","","","","","","",
"Yukon Territory","Females","Total","20+","2001–2002","","","","","","","",
"Yukon Territory","Males","Total","20+","2001–2002","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2002–2003","","","","","","","",
"Yukon Territory","Females","Total","20+","2002–2003","","","","","","","",
"Yukon Territory","Males","Total","20+","2002–2003","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2003–2004","","","","","","","",
"Yukon Territory","Females","Total","20+","2003–2004","","","","","","","",
"Yukon Territory","Males","Total","20+","2003–2004","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2004–2005","","","","","","","",
"Yukon Territory","Females","Total","20+","2004–2005","","","","","","","",
"Yukon Territory","Males","Total","20+","2004–2005","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2005–2006","","","","","","","",
"Yukon Territory","Females","Total","20+","2005–2006","","","","","","","",
"Yukon Territory","Males","Total","20+","2005–2006","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2006–2007","","","","","","","",
"Yukon Territory","Females","Total","20+","2006–2007","","","","","","","",
"Yukon Territory","Males","Total","20+","2006–2007","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2007–2008","","","","","","","",
"Yukon Territory","Females","Total","20+","2007–2008","","","","","","","",
"Yukon Territory","Males","Total","20+","2007–2008","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2008–2009","","","","","","","",
"Yukon Territory","Females","Total","20+","2008–2009","","","","","","","",
"Yukon Territory","Males","Total","20+","2008–2009","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2009–2010","","","","","","","",
"Yukon Territory","Females","Total","20+","2009–2010","","","","","","","",
"Yukon Territory","Males","Total","20+","2009–2010","","","","","","","",
"Yukon Territory","Both sexes","Total","20+","2010–2011","175","24.81","130","231","14.14","50","28505",
"Yukon Territory","Females","Total","20+","2010–2011","107","27.61","60","176","25.82","15","14025",
"Yukon Territory","Males","Total","20+","2010–2011","242","40.86","168","336","16.90","35","14480",
"Yukon Territory","Both sexes","Total","20+","2011–2012","205","26.43","156","264","12.91","60","29305",
"Yukon Territory","Females","Total","20+","2011–2012","104","26.86","58","172","25.82","15","14420",
"Yukon Territory","Males","Total","20+","2011–2012","269","42.50","192","366","15.81","40","14880",
"Yukon Territory","Both sexes","Total","20+","2012–2013","199","25.70","152","256","12.91","60","30145",
"Yukon Territory","Females","Total","20+","2012–2013","68","21.39","32","124","31.62","10","14785",
"Yukon Territory","Males","Total","20+","2012–2013","326","46.04","242","429","14.14","50","15360",
"Yukon Territory","Both sexes","Total","20+","2013–2014","213","26.37","164","271","12.40","65","30575",
"Yukon Territory","Females","Total","20+","2013–2014","133","29.78","81","206","22.36","20","15015",
"Yukon Territory","Males","Total","20+","2013–2014","257","40.66","184","350","15.81","40","15555",
"Yukon Territory","Both sexes","Total","20+","2014–2015","194","25.04","148","250","12.91","60","30935",
"Yukon Territory","Females","Total","20+","2014–2015","164","32.75","106","242","20.00","25","15265",
"Yukon Territory","Males","Total","20+","2014–2015","223","37.75","156","311","16.90","35","15670",
"Yukon Territory","Both sexes","Total","20+","2015–2016","207","25.64","160","263","12.40","65","31450",
"Yukon Territory","Females","Total","20+","2015–2016","129","28.80","79","199","22.36","20","15530",
"Yukon Territory","Males","Total","20+","2015–2016","251","39.75","180","342","15.81","40","15910",
"Yukon Territory","Both sexes","Total","20+","2016–2017","218","26.01","170","275","11.95","70","32170",
"Yukon Territory","Females","Total","20+","2016–2017","94","24.29","53","155","25.82","15","15945",
"Yukon Territory","Males","Total","20+","2016–2017","339","45.72","255","441","13.48","55","16220",
"Yukon Territory","Both sexes","Total","20+","2017–2018","167","22.48","126","217","13.48","55","32995",
"Yukon Territory","Females","Total","20+","2017–2018","122","27.26","74","188","22.36","20","16405",
"Yukon Territory","Males","Total","20+","2017–2018","241","38.10","172","328","15.81","40","16600",
"Yukon Territory","Both sexes","Total","20+","2018–2019","194","24.07","150","247","12.40","65","33495",
"Yukon Territory","Females","Total","20+","2018–2019","90","23.25","50","149","25.82","15","16655",
"Yukon Territory","Males","Total","20+","2018–2019","267","39.86","195","358","14.91","45","16830",
"Yukon Territory","Both sexes","Total","20+","2019–2020","218","25.23","172","274","11.55","75","34325",
"Yukon Territory","Females","Total","20+","2019–2020","175","32.00","118","250","18.26","30","17115",
"Yukon Territory","Males","Total","20+","2019–2020","290","41.08","216","383","14.14","50","17215",
"Yukon Territory","Both sexes","Total","20+","2020–2021*","187","23.15","144","238","12.40","65","34830",
"Yukon Territory","Females","Total","20+","2020–2021*","115","25.67","70","177","22.36","20","17420",
"Yukon Territory","Males","Total","20+","2020–2021*","258","38.52","188","346","14.91","45","17415",
"Yukon Territory","Both sexes","Total","20+","2021–2022*","182","22.62","141","232","12.40","65","35645",
"Yukon Territory","Females","Total","20+","2021–2022*","140","28.03","91","207","20.00","25","17840",
"Yukon Territory","Males","Total","20+","2021–2022*","253","37.67","184","338","14.91","45","17810",
"Yukon Territory","Both sexes","Total","20+","2022–2023*","206","23.79","162","258","11.55","75","36400",
"Yukon Territory","Females","Total","20+","2022–2023*","165","30.17","111","236","18.26","30","18155",
"Yukon Territory","Males","Total","20+","2022–2023*","219","34.68","157","299","15.81","40","18235",
"Northwest Territories","Both sexes","Total","20+","2000–2001","153","22.77","111","204","14.91","45","29460",
"Northwest Territories","Females","Total","20+","2000–2001","71","22.36","34","130","31.62","10","14140",
"Northwest Territories","Males","Total","20+","2000–2001","196","35.76","132","280","18.26","30","15315",
"Northwest Territories","Both sexes","Total","20+","2001–2002","85","16.90","55","125","20.00","25","29585",
"Northwest Territories","Females","Total","20+","2001–2002","","","","","","","",
"Northwest Territories","Males","Total","20+","2001–2002","130","29.07","79","201","22.36","20","15385",
"Northwest Territories","Both sexes","Total","20+","2002–2003","115","19.48","80","160","16.90","35","30365",
"Northwest Territories","Females","Total","20+","2002–2003","103","26.58","58","170","25.82","15","14570",
"Northwest Territories","Males","Total","20+","2002–2003","95","24.52","53","157","25.82","15","15795",
"Northwest Territories","Both sexes","Total","20+","2003–2004","98","17.94","66","140","18.26","30","30530",
"Northwest Territories","Females","Total","20+","2003–2004","68","21.53","33","125","31.62","10","14685",
"Northwest Territories","Males","Total","20+","2003–2004","158","31.56","102","233","20.00","25","15845",
"Northwest Territories","Both sexes","Total","20+","2004–2005","126","19.99","90","172","15.81","40","31635",
"Northwest Territories","Females","Total","20+","2004–2005","","","","","","","",
"Northwest Territories","Males","Total","20+","2004–2005","213","35.94","148","296","16.90","35","16460",
"Northwest Territories","Both sexes","Total","20+","2005–2006","108","18.33","76","151","16.90","35","32270",
"Northwest Territories","Females","Total","20+","2005–2006","","","","","","","",
"Northwest Territories","Males","Total","20+","2005–2006","149","29.79","96","220","20.00","25","16785",
"Northwest Territories","Both sexes","Total","20+","2006–2007","108","18.26","75","150","16.90","35","32405",
"Northwest Territories","Females","Total","20+","2006–2007","64","20.28","31","118","31.62","10","15590",
"Northwest Territories","Males","Total","20+","2006–2007","119","26.60","73","184","22.36","20","16810",
"Northwest Territories","Both sexes","Total","20+","2007–2008","105","17.75","73","146","16.90","35","33330",
"Northwest Territories","Females","Total","20+","2007–2008","","","","","","","",
"Northwest Territories","Males","Total","20+","2007–2008","145","28.99","94","214","20.00","25","17250",
"Northwest Territories","Both sexes","Total","20+","2008–2009","117","18.55","84","160","15.81","40","34100",
"Northwest Territories","Females","Total","20+","2008–2009","","","","","","","",
"Northwest Territories","Males","Total","20+","2008–2009","170","31.05","115","243","18.26","30","17640",
"Northwest Territories","Both sexes","Total","20+","2009–2010","143","20.29","107","189","14.14","50","34845",
"Northwest Territories","Females","Total","20+","2009–2010","59","18.78","28","109","31.62","10","16840",
"Northwest Territories","Males","Total","20+","2009–2010","222","35.13","159","303","15.81","40","18005",
"Northwest Territories","Both sexes","Total","20+","2010–2011","158","22.40","118","209","14.14","50","31570",
"Northwest Territories","Females","Total","20+","2010–2011","96","24.73","54","158","25.82","15","15660",
"Northwest Territories","Males","Total","20+","2010–2011","189","34.44","127","269","18.26","30","15905",
"Northwest Territories","Both sexes","Total","20+","2011–2012","137","20.50","100","184","14.91","45","32730",
"Northwest Territories","Females","Total","20+","2011–2012","93","23.96","52","153","25.82","15","16165",
"Northwest Territories","Males","Total","20+","2011–2012","211","35.70","147","294","16.90","35","16570",
"Northwest Territories","Both sexes","Total","20+","2012–2013","148","20.92","110","195","14.14","50","33805",
"Northwest Territories","Females","Total","20+","2012–2013","90","23.25","50","149","25.82","15","16655",
"Northwest Territories","Males","Total","20+","2012–2013","204","34.49","142","284","16.90","35","17155",
"Northwest Territories","Both sexes","Total","20+","2013–2014","131","19.58","96","176","14.91","45","34260",
"Northwest Territories","Females","Total","20+","2013–2014","119","26.54","73","183","22.36","20","16850",
"Northwest Territories","Males","Total","20+","2013–2014","144","28.72","93","212","20.00","25","17410",
"Northwest Territories","Both sexes","Total","20+","2014–2015","165","22.24","124","215","13.48","55","33350",
"Northwest Territories","Females","Total","20+","2014–2015","91","23.47","51","150","25.82","15","16500",
"Northwest Territories","Males","Total","20+","2014–2015","237","37.53","170","323","15.81","40","16850",
"Northwest Territories","Both sexes","Total","20+","2015–2016","206","24.64","161","261","11.95","70","33950",
"Northwest Territories","Females","Total","20+","2015–2016","149","29.84","97","220","20.00","25","16755",
"Northwest Territories","Males","Total","20+","2015–2016","262","39.02","191","350","14.91","45","17190",
"Northwest Territories","Both sexes","Total","20+","2016–2017","190","23.59","147","242","12.40","65","34180",
"Northwest Territories","Females","Total","20+","2016–2017","119","26.51","72","183","22.36","20","16870",
"Northwest Territories","Males","Total","20+","2016–2017","231","36.54","165","315","15.81","40","17310",
"Northwest Territories","Both sexes","Total","20+","2017–2018","193","23.98","149","246","12.40","65","33620",
"Northwest Territories","Females","Total","20+","2017–2018","120","26.81","73","185","22.36","20","16680",
"Northwest Territories","Males","Total","20+","2017–2018","295","41.73","219","389","14.14","50","16945",
"Northwest Territories","Both sexes","Total","20+","2018–2019","177","22.82","135","228","12.91","60","33940",
"Northwest Territories","Females","Total","20+","2018–2019","119","26.55","73","183","22.36","20","16845",
"Northwest Territories","Males","Total","20+","2018–2019","205","34.63","143","285","16.90","35","17085",
"Northwest Territories","Both sexes","Total","20+","2019–2020","146","20.72","109","193","14.14","50","34135",
"Northwest Territories","Females","Total","20+","2019–2020","118","26.35","72","182","22.36","20","16975",
"Northwest Territories","Males","Total","20+","2019–2020","175","31.92","118","250","18.26","30","17160",
"Northwest Territories","Both sexes","Total","20+","2020–2021*","148","20.99","110","196","14.14","50","33690",
"Northwest Territories","Females","Total","20+","2020–2021*","119","26.57","73","184","22.36","20","16830",
"Northwest Territories","Males","Total","20+","2020–2021*","237","37.50","169","323","15.81","40","16865",
"Northwest Territories","Both sexes","Total","20+","2021–2022*","148","20.86","109","194","14.14","50","33895",
"Northwest Territories","Females","Total","20+","2021–2022*","88","22.81","49","146","25.82","15","16980",
"Northwest Territories","Males","Total","20+","2021–2022*","177","32.38","120","253","18.26","30","16915",
"Northwest Territories","Both sexes","Total","20+","2022–2023*","134","19.93","98","179","14.91","45","33655",
"Northwest Territories","Females","Total","20+","2022–2023*","59","18.66","28","108","31.62","10","16950",
"Northwest Territories","Males","Total","20+","2022–2023*","210","35.42","146","291","16.90","35","16705",
"Nunavut","Both sexes","Total","20+","2000–2001","","","","","","","",
"Nunavut","Females","Total","20+","2000–2001","","","","","","","",
"Nunavut","Males","Total","20+","2000–2001","","","","","","","",
"Nunavut","Both sexes","Total","20+","2001–2002","","","","","","","",
"Nunavut","Females","Total","20+","2001–2002","","","","","","","",
"Nunavut","Males","Total","20+","2001–2002","","","","","","","",
"Nunavut","Both sexes","Total","20+","2002–2003","","","","","","","",
"Nunavut","Females","Total","20+","2002–2003","","","","","","","",
"Nunavut","Males","Total","20+","2002–2003","","","","","","","",
"Nunavut","Both sexes","Total","20+","2003–2004","","","","","","","",
"Nunavut","Females","Total","20+","2003–2004","","","","","","","",
"Nunavut","Males","Total","20+","2003–2004","","","","","","","",
"Nunavut","Both sexes","Total","20+","2004–2005","","","","","","","",
"Nunavut","Females","Total","20+","2004–2005","","","","","","","",
"Nunavut","Males","Total","20+","2004–2005","","","","","","","",
"Nunavut","Both sexes","Total","20+","2005–2006","56","17.75","27","103","31.62","10","17820",
"Nunavut","Females","Total","20+","2005–2006","","","","","","","",
"Nunavut","Males","Total","20+","2005–2006","","","","","","","",
"Nunavut","Both sexes","Total","20+","2006–2007","82","21.14","46","135","25.82","15","18320",
"Nunavut","Females","Total","20+","2006–2007","","","","","","","",
"Nunavut","Males","Total","20+","2006–2007","107","33.70","51","196","31.62","10","9385",
"Nunavut","Both sexes","Total","20+","2007–2008","110","24.53","67","169","22.36","20","18230",
"Nunavut","Females","Total","20+","2007–2008","","","","","","","",
"Nunavut","Males","Total","20+","2007–2008","161","41.49","90","265","25.82","15","9335",
"Nunavut","Both sexes","Total","20+","2008–2009","79","20.31","44","130","25.82","15","19070",
"Nunavut","Females","Total","20+","2008–2009","","","","","","","",
"Nunavut","Males","Total","20+","2008–2009","","","","","","","",
"Nunavut","Both sexes","Total","20+","2009–2010","125","25.04","81","185","20.00","25","19970",
"Nunavut","Females","Total","20+","2009–2010","","","","","","","",
"Nunavut","Males","Total","20+","2009–2010","196","43.74","119","302","22.36","20","10225",
"Nunavut","Both sexes","Total","20+","2010–2011","96","21.40","58","148","22.36","20","20900",
"Nunavut","Females","Total","20+","2010–2011","","","","","","","",
"Nunavut","Males","Total","20+","2010–2011","94","29.58","45","172","31.62","10","10690",
"Nunavut","Both sexes","Total","20+","2011–2012","92","20.58","56","142","22.36","20","21735",
"Nunavut","Females","Total","20+","2011–2012","","","","","","","",
"Nunavut","Males","Total","20+","2011–2012","135","34.94","76","223","25.82","15","11085",
"Nunavut","Both sexes","Total","20+","2012–2013","135","24.64","91","193","18.26","30","22230",
"Nunavut","Females","Total","20+","2012–2013","92","29.13","44","169","31.62","10","10855",
"Nunavut","Males","Total","20+","2012–2013","176","39.32","107","272","22.36","20","11375",
"Nunavut","Both sexes","Total","20+","2013–2014","90","20.11","55","139","22.36","20","22240",
